,Laptop Brand,Price,Country of Origin,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Aspect Ratio,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Fingerprint Sensor,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,RAM,Solid State Drive,Sales Package,Security Lock Port,Chipset,Dedicated Memory,Maximum RAM Supported,Battery,Adapter Type,Other Features,USB Port Details,Battery Backup,RAM Slots,Hard Disk Capacity,Hard Disk Speed,Hard Disk Interface,Card Reader,RAM Bus Speed,Included Software,Thunderbolt,Optane Memory,Rear Camera,GPU Clock Speed,VGA,Optical Drive Speed
102,Asus,"₹68,500",,Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),399 x 269 x 25.2 mm,2.6 kg,1 year Onsite Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9 ,Yes,"Full HD LED Backlit IPS Display with Adaptive-Sync Technology (250 nits Brightness, 800:1 Contrast Ratio, 45% NTSC Color Gamut, 62.5% sRGB, 47.34% Adobe, 120 Hz Refresh Rate)",10/100/1000 Mbps,IEEE 802.11ac (1x1) Wi-Fi 5),v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet RGB Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,2 x 2 W Speakers with DTS Software Support,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,AMD SoC,GDDR6 4 GB,Upto 32 GB,3 Cell Battery,"150 W AC Adapter
","48 WHr Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,,,,,,,
103,Asus,"₹1,01,990",,Ryzen 7 ,5800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),354 x 259 x 26 mm,2.1 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9 ,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"4-Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,2 x 1.5W Speaker with DTS Software,No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,NA,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,"200 W AC Adapter
","Viewing Angle (170), 56 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,1 Month Trial for Microsoft 365 (Credit Card Required),,,,,,
104,HP,"₹81,499",,Core i7,1065U ,"Everyday Use, Gaming, Business, Performance",Netbook,Free DOS,,,1 year Warranty,LED,No,14 inches,1366 x 768 pixels,~ 112,,No,,,Yes,Yes,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,,,Yes,Yes,,,No,Intel Core i7,,Smart Cache,Intel ,10th Gen,Intel UHD Graphics,8 GB DDR4,512 GB,"1 x Laptop, 1 x Adapter, 1 x User Instruction Book",,,,,,,,,Upto 7 hours,2,,,,Yes,2666 MHz,,,,,,,
105,Dell,"₹79,326",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),254 x 366 x 22 mm,2.3 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Display,No,IEEE 802.11ac,v5,"1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4b Port,Yes,Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,8 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Port,,GDDR6 4 GB,Upto 32 GB,3 Cell Battery,,Li-ion Battery,,Upto 6 hours,2,1 TB,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2666 MHz,,,,,,,
106,Asus,"₹75,990",,Core i5,11300H ,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2 kg,1 year Onsite Warranty,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,Refresh Rate:144 Hz,10/100/1000 Mbps,"Wi-Fi 6(802.11ax) Dual band (2*2), Yes",v6,1 x USB Type-C,1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide",,,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,200W AC Adapter,,,Upto 5 hours,2,,,,,3200 MHz,"Windows 10 Home, Mcafee Anti Virus - 1 Year",,,,,,
107,Asus,"₹1,66,990",,Ryzen 9 ,5900HX,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2.4 kg,1 year Onsite Warranty,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9,Yes,,10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band (2*2),v6,3 x USB 3.0,1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,"Smart Amp Technology, 2x 4W speaker with Smart Amp Technology",No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",Kensington Lock,,GDDR6 6 GB,Upto 32 GB,4 Cell Battery,240W AC Adapter,,,Upto 5 hours,2,,,,,3200 MHz,"Windows 10 Home, Ms-Office Home & Student 2019, Mcafee Antivirus - 1 Year",,,,,,
108,Asus,"₹79,990",,Core i5,11370H ,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2 kg,1 year Onsite Warranty,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,sRGB:100% Adobe:75.35% Refresh Rate:144Hz,10/100/1000 Mbps,"Wi-Fi 6(802.11ax) Dual band (2*2), Yes",v6,1 x USB Type-C,1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,,No,Intel Core i5,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050Ti,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide",,,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,200W AC Adapter,"Intel® Core™ i5-11300H Processor 3.1 GHz, 4 cores (8M Cache, up to 4.4GHz), NVIDIA® GeForce RTX™ 3050 Ti GPU, 4GB GDDR6, 15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, IPS-level, 16GB DDR4-3200 SO-DIMM | 1TB M.2 NVMe™ PCIe® 3.0 SSD",,Upto 5 hours,2,,,,,3200 MHz,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year",,,,,,
109,Asus,"₹86,990",,Core i7,10870H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2.3 kg,1 year Onsite Warranty,IPS Level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD Display (200 nits Brightness, 700:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB, 170/170 Viewing Angle, 60Hz Refresh Rate)",10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band (2*2),v5.2,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit RGB Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650 Ti,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock,,GDDR6 4 GB,,3 Cell Battery,"150W AC Adapter
",,,Upto 5 hours,,,,,,,"Wndows 10 Home, Mcafee Antivirus - 1 Year",,,,,,
110,Asus,"₹66,990",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2.3 kg,1 year Onsite Warranty,IPS Level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD Display (200 nits Brightness, 700:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB, 170/170 Viewing Angle, 60Hz Refresh Rate)",10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band (2*2),v5.2,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit RGB Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650 Ti,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock,Intel HM470 Express,GDDR6 4 GB,,3 Cell Battery,"150W AC Adapter
","1 x 3.5mm Combo Audio Jack, 24.9 mm Thin, Matte Finish, 1.8 mm Key Travel Distance, WASD Highlighted Keys, 0.25mm Keycap Curve, Overstroke Technology, 20 Million Key Presses, One Zone RGB Backlighting, Extended Space Bar, Dedicated Click Pad Buttons, Gaps Between Function Keys, Isolated Arrow Keys, Precision Touchpad with Multi-gesture Support, NanoEdge Bezels, 87? Screen-to-body Ratio, 144Hz RefreshRate, Adaptive Sync Technology",,Upto 5 hours,,,,,,,"Wndows 10 Home, Mcafee Antivirus - 1 Year",,,,,,
111,Lenovo,"₹89,699",,AMD Ryzen 5 4600H,4600H,Gaming,Netbook,Windows 10 Home Basic (64-bit),363 x 260 x 24 mm,2.3 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD IPS LED Backlit Display,No,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Built-in Microphone,Built-in Speakers,,No,AMD Ryzen 5 4600H,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,8 GB DDR4,256 GB,"‎Laptop, Power Adapter, User Manual
",,,GDDR6 4 GB,,4 Cell Battery,,,,,1,1 TB,5400 RPM,SATA,,3200 MHz,,,,,,,
112,Asus,"₹1,09,990",,Ryzen 7,5800H,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 25 mm,2.3 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"144Hz Refresh Rate, Anti-Glare IPS-level Adaptive-Sync display",No,Yes,Yes,4 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,,,Yes,Yes,2x 2W Speaker,DTS software,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA ,5th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, AC Adapter, User Guide, Manuals",,,GDDR6  6 GB,Upto 32 GB,4 Cell Battery,,,,,2,,,,Yes,3200 MHz,,,,,,,
113,Asus,"₹1,62,000",,Ryzen 9 ,5900HX,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2.3 kg,1 year Onsite Warranty,IPS-Type,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,165Hz IPS-Type Quad HD display,10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band (2*2),v6,3 x USB 3.0,1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,"Smart Amp Technology, 2x 4W speaker with Smart Amp Technology",No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX NVIDIA GeForce RTX 3070,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",Kensington Lock,,GDDR6 8 GB,Upto 32 GB,4 Cell Battery,,,,Upto 5 hours,2,,,,,3200 MHz,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Antivirus - 1 Year",,,,,,
114,Asus,"₹79,990",,Core i5,11400H ,Gaming,Netbook,"‎Windows 10 Home
 (64-bit)",359 x 256 x 24 mm,2.3 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,No,802.11ax,Yes,3 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,,Yes,Yes,Yes,"‎2x 2W Speaker
",,No,Intel Core i5,Hexa Core Turbo Boost Upto 4.5 GHz,12 MB,NVIDIA ,11th Gen,"‎NVIDIA GeForce RTX 3050
",8 GB,512 GB,"‎Laptop, AC Adapter, User Guide, Manuals
",,,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,,,,,,,,,Yes,3200 MHz,,,,,,,
115,Asus,"₹74,990",,Core i7,FX506LH-HN267T,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24 mm,2.3 kg,1 year Onsite Warranty,IPS-level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD Display (250 nits Brightness, 45% Color Gamut, 62.5% SRGB, 1000:1 Contrast)",10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band) 2*2,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,,No,Intel Core i7,"2.2 GHz, Octa Core",16,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock,Mobile Intel HM470 Express,GDDR6 4 GB,,3 Cell Battery,"150W AC Adapter
",,,,,,,,,,,,,,,,
116,Asus,"₹1,13,990",,Ryzen 7 ,5800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),399 x 268 x 23.9 mm,2.6 kg,1 year Onsite Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 800:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,2 x 2W Speaker with DTS Software,No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,NA,GDDR6 6 GB,Upto 32 GB,4 Cell Battery,"200 W AC Adapter
","Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,Microsoft Office Home and Student 2019,,,,,,
117,Lenovo,"₹55,989",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.06 x 259.61 x 26.1 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD LED Backlit, IPS , DC Dimmer Display (120Hz Refresh Rate, 250 nits Brightness, 45% NTSC Color Gamut)",100/1000 MBPS,Wi-Fi 6 11ax (2x2),v5,"1 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Legion True Strike White , Yes",Yes,Yes,Built-In Dual Array Microphone,Built-In Harman Branded Dual Stereo Speakers,2 x 2W Stereo Speakers with Dolby Atmos,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Security Slot,Intel HM470,GDDR6 4 GB,Upto 16 GB,,170W Adapter,"60Wh Battery, ErP Lot 3, RoHS Compliant",,Upto 6 hours,2,,,,,2933 MHz,"Microsoft Office (Trial Only), Xbox Subscription (30 Day Free Trial)",,,,,,
118,Asus,"₹90,490",,Ryzen 5 ,5600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),354 x 259 x 26 mm,2.1 kg,1 year Onsite Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9 ,Yes,"Full HD LED Backlit, Adaptive-Sync Display (144Hz Refresh Rate)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"4-Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,2 x 1.5W Speaker with DTS Software,No,AMD Ryzen 5 ,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,NA,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,200 W AC Adapter,"Viewing Angle (170), 56 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,1 Month Trial for Microsoft 365 (Credit Card Required),,,,,,
119,Asus,"₹1,49,990",,Ryzen 9 ,5900HX,Gaming,Netbook,Windows 10 Home (64-bit),359 x 256 x 24.7 mm,2.4 kg,1 year Onsite Warranty,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9 ,Yes,sRGB: 1 Adobe: 75.35% Refresh Rate: 144Hz Response Time: 3ms ,10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band (2*2),v6,3 x USB 3.0,1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,"Smart Amp Technology, 2x 4W speaker with Smart Amp Technology",No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",Kensington Lock,,GDDR6 6 GB,Upto 32 GB,4 Cell Battery,"240W AC Adapter
",1x HDMI 2.0b | 3x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 2 Type-C support DisplayPort,,Upto 5 hours,2,,,,,3200 MHz,"Windows 10 Home, Ms-Office Home & Student 2019, Mcafee Antivirus - 1 Year",,,,,,
120,Lenovo,"₹74,990",,Ryzen 7,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 249.6 x 24.9 mm,2.2 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD LED Backlit, IPS Display (250 nits Brightness, 120 Hz Refresh Rate, 3-Sided Narrow Bezel)",100/1000 MBPS,11ac (2x2),v5,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Blue LED with Larger Arrow Keys, Yes",Yes,Trackpad with Windows Precision Driver,Built-In Dual Array Microphone,Built-In Dual Stereo Speakers,2 x 1.5 W Stereo Speakers with Dolby Audio,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,,135 W Adapter,45 Wh Battery,,Upto 6.7 hours,2,,,,,3200 MHz,Microsoft Office (Trial Only),,,,,,
121,Asus,"₹97,990",,Ryzen 5 ,5600H,Gaming,Netbook,Windows 10 (64-bit),395 x 282 x 21.4 mm,2.5 kg,1 year Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9,Yes,,10/100/1000 MBPS,"Wi-Fi 6(802.11ax) Bluetooth 5.1 (Dual band), Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band)",Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit KB- 4 zone RGB, Yes",Yes,Touch Pad,AI mic noise-canceling Built-in array microphone,2x 2W speaker,Audio by Dolby Atmos,No,AMD Ryzen 5 ,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,1 TB,"Gaming laptop, adaptor, user manual",,,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,200W AC Adapter,,,Upto 7 hours,2,,,,,3200 MHz,,,,,,,
122,Asus,"₹1,12,990",,Core i7,11800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 256 x 24.5 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.2,3 x USB 3.0,1 x HDMI v2.0b Port,,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone,Built-In Dual Speakers,2 x 2W Speaker with DTS Software,No,Intel Core i7,"2.3 GHz, Octa Core",,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,Intel HM570,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,180 W AC Adapter,"Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,1 - Month Trial for Microsoft 365 (Credit Card Required),,,,,,
123,Asus,"₹1,24,990",,Core i7,11370H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 252 x 19.9 mm,2 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9 ,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.1,3 x USB 3.0,1 x HDMI v2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone,Built-In Dual Speakers,2 x 2W Speaker with DTS Software,No,Intel Core i7,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3070,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,,GDDR6 8 GB,Upto 32 GB,4 Cell Battery,200 W AC Adapter,"Viewing Angle (85/85/85/85), 76 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,1,,,,,3200 MHz,Microsoft Office Home and Student 2019,,,,,,
124,Asus,"₹78,990",,Core i5,11400H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),399 x 269 x 24.8 mm,2.6 kg,1 year Onsite Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9 ,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 800:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.2,3 x USB 3.0,1 x HDMI v2.0b Port,,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,2 x 2W Speaker with DTS Software,No,Intel Core i5,"2.7 GHz, Hexa Core",12,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents, TUF Sticker, Palm Rest",Kensington Lock Slot,Intel HM570 Express,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,180 W AC Adapter,"Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,2933 MHz,1 Month Trial for Microsoft 365 (Credit Card Required),,,,,,
