Laptop Brand,Price,Series,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,HDMI,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Inbuilt Microphone,Speakers,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,Solid State Drive,Battery,Sales Package,USB Type-C,USB 3.0,USB 2.0
Acer,26396811.450000003,Core i9,Netbook,Windows 11 Home,359.4 x 276.4 x 25.9 mm,2.6 kg,1,QHD with IPS,No,15.6 inches,2560 x 1440 pixels,~ 188,No,DCI-P3 100%,Killer Ethernet E2600,1 x HDMI 2.1 Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, international language suppor, Yes",Yes,Built-in Dual Microphone,Two built-in stereo speakers,No,Intel Core i9,"1.8 GHz, 14 Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
Acer,10368364.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,Full HD IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,Killer Ethernet E2600,1 x HDMI Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,18853114.5,Core i7,Netbook,Windows 11 Home,354 x 207 x 25.1 mm,2 kg,1,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,,Yes,Backlit Chiclet Keyboard Single Light,Yes,Built-in array microphone,Dual Speakers,No,Intel Core i7,"2.3 GHz, Deca Core Turbo Boost Upto 4.7 GHz",4 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
Lenovo,11971039.5,Core i5,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,"Full HD, IPS, 250nits ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Refresh Rate: 120 Hz, 45% NTSC, DC dimmer",100/1000M,1 x HDMI 2.0 Port,Yes,,Yes,"White Backlit, English, Yes",Yes,Built-in Dual Array Microphone,Built-in Dual Stereo speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",1,2,0
HP,15459214.500000002,Core i7,Netbook,Windows 11 Home,,,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,144Hz,Integrated 10/100/1000 GbE LAN,1 x HDMI 1.4 Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad",Yes,"Dual Array Digital Microphones
",Dual speakers,No,Intel Core i7,Deca Core Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,4 GB,8 GB DDR4,512 GB,4 Cell Battery,,1,2,0
ASUS,16213414.500000002,Ryzen 7,Netbook,Windows 11 Home,395 x 282 x 21 mm,2.4 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"144 hz Refresh Rate,1000:1 Contrast Ratio, 45% NTSC, 62.5% sRGB, 47.34% Adobe, Adaptive-Sync Technology",10/100/1000 MBPS,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit KB- 4 zone RGB, Yes",Yes,AI mic noise-canceling Built-in array microphone,2x 2W speaker,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Gaming laptop, adaptor, user manual",1,3,0
MSI,21183592.5,Core i7,Netbook,Windows 11 Home,359 x 256 x 26.9 mm,2.3 kg,2,"QHD, IPS-Level Panel",No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,165Hz 100% DCI-P3,Yes,1 x HDMI Port,Yes,Yes,Yes,Spectrum Backlight Keyboard,Yes,Yes,2x 2W,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,3 Cell Battery,"Laptop, battery, power adapter, user guide",1,2,1
ASUS,10668347.55,Ryzen 5,Ultrabook,Windows 11 Home,359 x 256 x 23 mm,2.3 kg,1,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED-backlit IPS-level Panel with 45 Percentage NTSC and Adaptive Sync Technology Display,,1 x HDMI Port,Yes,Yes,Yes,Chiclet Keyboard with Isolated Numpad Key,Yes,Array Microphone,Dual Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 ,4 GB,8 GB DDR4,512 GB,4 Cell Battery,,1,3,0
Dell,16535646.450000001,Core i5,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD WVA AG 120Hz 250 nits Narrow Border,Available,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,No,Intel Core i5,3.3 GHz,18,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5,512 GB,3 Cell Battery,"Laptop, battery, adapter, cables and user manuals",0,3,1
HP,14309059.5,Ryzen 7 ,Netbook,Windows 11 Home,360 x 257 x 23.5 mm,1.98 kg,1,"Full HD, 144 Hz, 7 ms response time, IPS",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Micro-edge, Brightness: 300 nits, Color Gamut: 72% NTSC",10/100/1000 GbE LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,"Full-size, ultra violet backlit, shadow black keyboard with numeric keypad, Yes",Yes,Built-in Dual Array Digital Microphones,Built-in Dual Speakers,No,AMD Ryzen 7,"3.1 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,1
HP,11312811.450000001,Ryzen 5 ,Netbook,Windows 11 Home,360 x 257 x 23.5 mm,2.93 kg,1,IPS Screen,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Micro-edge, Anti-glare, 250 nits, 45% NTSC",Integrated 10/100/1000 GbE LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,"Full-size, Ultra Violet Backlit Keyboard",Yes,Yes,Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,,1,1,1
ASUS,11311114.5,Ryzen 5 ,Netbook,Windows 11 Home,359.8 x 234.3 x 19.9 mm,1.8 kg,1,"LED Backlit, IPS-level Panel",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz refresh rate, 250nits, 45% NTSC color gamut",No,1 x HDMI 1.4 Port,Yes,Yes,Yes,Backlit Chiclet Keyboard,Yes,Yes,Built-in Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,2
MSI,81074614.5,Core i9,Netbook,Windows 11 Home,358 x 267 x 23.4 mm,2.38 kg,2,OLED,No,15.6 inches,2560 x 1440 pixels,~ 188,No,240Hz,,1 x HDMI Port,Yes,,Yes,Per-Key RGB Backlight Keyboard,Yes,1x Mic-in/Headphone-out Combo Jack,2x 2W Speaker,No,Intel Core i9,"3.6 GHz, 16 Core Turbo Boost Upto 5 GHz",30 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080Ti,GDDR6 16 GB,32 GB DDR5,2 TB,4 Cell Battery,"Laptop, Adapter, Urban Raider Backpack",1,1,0
Dell,23455620.0,Core i7,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,Full HD WVA AG 165Hz 300 nits Narrow Border,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,,No,Intel Core i7,"3.5 GHz, Deca Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,512 GB,6 Cell Battery,"Laptop, Battery, Adapter, Cables and User Manuals",0,3,0
Lenovo,15082114.5,Core i5,Netbook,Windows 11 Home,,2.31 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3.3 GHz, Octa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,,1,2,0
Lenovo,30731764.5,Core i7,Netbook,Windows 11 Home,,,1,WQXGA,No,16 inches,2560 x 1600 pixels,~ 184,Yes,"165 Hz Refresh Rate, 100% sRGB",,1 x HDMI Port,Yes,Yes,Yes,"Backlit, English, Yes",Yes,Yes,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,3 Cell Battery,"Laptop, Power Adapter, User Guide, Warranty Documents",2,3,0
MSI,10368364.5,Core i5,Netbook,Windows 11 Home,359 x 259 x 24.9 mm,2.25 kg,2,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD IPS Display (45% NTSC Color Gamut),Yes,1 x HDMI 2.0 Port,Yes,Yes,Yes,"Single (Red), Yes",Yes,Yes,2 x 2 W Speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX1650,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, Battery, Power Adapter, User Guide",1,2,1
Dell,25925625.0,Core i7,Netbook,Windows 11 Home,357 x 272 x 26.9 mm,2.57 kg,1,240Hz ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,,Available,1 x HDMI 2.1 Port,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,6 Cell Battery,"Laptop, battery, adapter, cables and user manuals",1,3,0
ASUS,10368175.950000001,Ryzen 5,Ultrabook,Windows 11 Home,359 x 256 x 25 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz, IPS-level Panel with 45 Percentage NTSC and Adaptive Sync Technology Display",,1 x HDMI Port,Yes,Yes,Yes,Chiclet Keyboard with Isolated Numpad Key,Yes,Array Microphone,Dual Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 ,4 GB,8 GB DDR4,512 GB,3 Cell Battery,,1,2,1
MSI,15082114.5,Core i7,Netbook,Windows 11 Home,359 x 259 x 24.9 mm,2.25 kg,2,"FHD, IPS-Level Panel ,144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,45% NTSC,,1 x HDMI Port,Yes,,Yes,Single Backlight Keyboard (Red),Yes,Yes,2x 2W,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, battery, power adapter, user guide",1,2,1
ASUS,23189764.5,Core i7,Netbook,Windows 11 Home,354 x 251 x 24.9 mm,2.2 kg,1,"IPS-level, 165Hz",No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,300nits Brightness,,1 x HDMI 2.0b Port,Yes,,Yes,Backlit Chiclet Keyboard RGB,Yes,Built-in array Microphone,built-in Speakers,No,Intel Core i7,3 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
Dell,13143254.850000001,Core i5,Netbook,Windows 11 Home,357 x 272 x 24.9 mm,2.65 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD 120Hz 250 nits WVA LED Backlit Narrow Border Display,,1 x HDMI 2.0 Port,Yes,Yes,Yes,"English International Orange, Yes",Yes,Yes,Yes,No,Intel Core i5,"2.6 GHz, Octa Core",12,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, battery, adapter, cables and user manuals",3,4,2
ASUS,18100611.45,Ryzen 9,Netbook,Windows 11 Home,359 x 256 x 25 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz Refresh Rate, Anti-Glare IPS-level Adaptive-Sync display",No,1 x HDMI Port,Yes,Yes,Yes,,,Yes,2x 2W Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6  6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals",0,4,0
HP,10745464.5,Ryzen 5 ,,Windows 10 Home,370 x 262 x 24 mm,2.48 kg,1,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"60 Hz Refresh Rate, Color Gamut: 45% NTSC, 250 nits",No,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,Dual speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon RX 5500M,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter
",0,2,0
Dell,41815487.7,Core i7,Netbook,Windows 11 Home,356 x 272 x 23.9 mm,2.69 kg,1,Full HD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,WVA AG 165 Hz RGB 100% LBL Narrow Border,,1 x HDMI 1.4 Port,Yes,Yes,Yes,"Alienware M-Series RGB with per-key AlienFX lighting, Yes",Yes,Yes,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,512 GB,6 Cell Battery,"Laptop, Battery, Adapter, Cables, User Manuals",1,3,0
Dell,29998305.0,Ryzen 7 ,Netbook,Windows 11 Home,,2.51 kg,1,"FHD, WVA AG ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"165Hz 300 nits Brightness, Narrow Border",,1 x HDMI Port,Yes,,Yes,"Orange, Yes",Yes,Yes,Stereo Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3070 Ti,GDDR6 6 GB,16 GB DDR5,1 TB,6 Cell Battery,"Laptop, Battery, Adapter, Cables And User manuals",1,3,0
Lenovo,11216839.5,Core i5,Netbook,Windows 11 Home,,,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"60 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 3.2 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,,,1,2,0
HP,13762264.5,Ryzen 5 ,Netbook,Windows 11 Home,358 x 255 x 24 mm,2.37 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,144Hz,,1 x HDMI Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Dual Array Digital Microphones
",Dual speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter
",1,2,0
Lenovo,15082114.5,Core i5,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,,,1,2,0
HP,23566864.5,Ryzen 9 ,Netbook,Windows 11 Home,369 x 248 x 22.5 mm,2.23 kg,1,QHD,No,16.1 inches,2560 x 1440 pixels,~ 182,Yes,"165 Hz, 3 ms Response Time IPS, Micro-edge, Low Blue Light, Brightness: 300 nits",Integrated 10/100/1000 GbE LAN,1 x HDMI 2.1 Port,Yes,Yes,Yes,"Full-size, 4-zone RGB backlit, mica silver keyboard and 26-Key Rollover Anti-Ghosting Key technology, Yes",Yes,Built-in dual array digital microphones,Built-in Dual Speakers,No,AMD Ryzen 9,"3.3 GHz, Octa Core",16 MB,AMD,,AMD Radeon RX 6600M,GDDR6 8 GB,16 GB DDR4,1 TB,6 Cell Battery,"Laptop, Power Adapter, User Guide, Warranty Documents",1,3,0
Lenovo,12480124.5,Core i5,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,,,1,2,0
MSI,14516464.5,Core i5,Netbook,Windows 11 Home,359 x 259 x 24.9 mm,2.25 kg,2,"FHD, IPS-Level Panel ,144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,45% NTSC,Yes,1 x HDMI Port,Yes,,Yes,Single Backlight Keyboard (Red),Yes,Yes,2x 2W,No,Intel Core i5,"3.3 GHz, Octa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, battery, power adapter, user guide",1,2,1
MSI,14327914.5,Core i7,Netbook,Windows 11 Home,398 x 273 x 25 mm,2.6 kg,1,IPS-Level,No,17.32 inches,1920 x 1080 pixels,~ 127,Yes,FHD 144Hz,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,Nvidia RTX 3050,GDDR6 4 GB,16 GB,512 GB,,,1,2,1
Gigabyte,27337864.5,Core i7,Netbook,Windows 11 Home,357 x 254 x 23.9 mm,2.3 kg,2,QHD ,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,240Hz DCI-P3 100% typical,Yes,1 x HDMI 2.1 Port,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Yes,Built-in Dual Speakers,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,,,"Laptop, battery, power adapter, user guide, Laptop Bag",1,3,0
Lenovo,19795864.5,Core i5,Netbook,Windows 11 Home,360 x 278 x 21 mm,2.59 kg,1,IPS ,No,16 inches,1920 x 1200 pixels,~ 142,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,512 GB,4 Cell Battery,,1,3,0
Acer,11876764.5,Ryzen 5 ,Netbook,Windows 11 Home,363.4 x 255 x 23.9 mm,2.2 kg,1,Full HD IPS (In-Plane Switching) technology,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Acer ComfyView LED-backlit TFT LCD, 144 Hz refresh rate",Killer Ethernet E2600,1 x HDMI Port,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,0
MSI,15082114.5,Ryzen 7 ,Netbook,Windows 11 Home,359 x 259 x 23.95 mm,2.35 kg,1,IPS-Level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD, Refresh Rate: 144 Hz, 45% NTSC",Yes,1 x HDMI Port,Yes,,Yes,RGB Gaming Keyboard,Yes,Built-in microphone,Built-in Dual Speaker,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,AMD,5th Gen,AMD Radeon RX 6600M,GDDR6 8 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
Lenovo,15082114.5,Core i5,Netbook,Windows 11 Home,359.6 x 266.4 x 21.8 mm,2.25 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,1 x HDMI 2.0 Port,Yes,Yes,Yes,White Backlit English Keyboard,Yes,2x Array Microphones,Dual Speakers,No,Intel Core i5,"3.3 GHz, Octa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,512 GB,,,1,2,0
Lenovo,13856539.5,Ryzen 7 ,Netbook,Windows 11 Home,359.6 x 251.9 x 24.2 mm,2.25 kg,1,"IPS, 120Hz, 45% NTSC",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,45% NTSC,100/1000M,1 x HDMI 2.0 Port,Yes,,Yes,"White Backlit, English, Yes",Yes,Dual Array Microphone,Built in Dual Stereo Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
HP,18484499.25,Core i7,Netbook,Windows 11 Home,,,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,,"Integrated 10/100/1000 GbE LAN
",1 x HDMI 1.4 Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad",Yes,"Dual Array Digital Microphones
",Dual speakers,No,Intel Core i7,Deca Core Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,4 GB,16 GB DDR4,512 GB,4 Cell Battery,,1,1,0
Lenovo,9991264.5,Ryzen 5 ,Netbook,Windows 11 Home,359 x 249.6 x 24.9 mm,2.25 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",100/1000 MBPS,1 x HDMI v2.0 Port,Yes,Yes,Yes,Yes,Yes,Built-In Dual Array Microphone,Built-In Dual Stereo Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
ASUS,9991264.5,Ryzen 5 ,Netbook,Windows 11 Home,399 x 268 x 24.8 mm,2.6 kg,1,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,,Yes,Backlit Chiclet Keyboard 1-Zone RGB,Yes,Built-in array microphone,Dual Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1,3,0
HP,12668674.5,Ryzen 5 ,Netbook,Windows 11 Home,358 x 255 x 24 mm,2.37 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,144Hz,,1 x HDMI Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Dual Array Digital Microphones
",Dual speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter
",1,2,0
